datetime,temp_location3,temp_location6,temp_location2,temp_location4,temp_location5,temp_location1,solar_location3,solar_location6,solar_location2,solar_location4,solar_location5,solar_location1,total_solar,Hour
1/1/2015 8:00,10.13,11.68,10.74,9.4,12.17,10.88,2.58,4.54,3.12,2.66,6.76,4.15,23.81,8
1/1/2015 9:00,10.32,11.71,10.78,9.66,12.19,10.89,25.56,35.39,31.73,21.15,47.14,38.05,199.02,9
1/1/2015 10:00,10.42,11.7,10.83,9.94,12.19,10.96,56.53,95.44,77.41,46.75,106.41,77.38,459.92,10
1/1/2015 11:00,10.63,11.75,11.04,10.22,12.27,11.2,64.56,131.38,86.97,64.94,126.41,93.69,567.95,11
1/1/2015 12:00,10.86,11.84,11.17,10.45,12.34,11.37,97.16,167.38,104.53,55.41,182,137.31,743.79,12
1/1/2015 13:00,11.15,11.95,11.31,10.63,12.37,11.58,146.69,180.31,124.81,77.72,189.88,161.44,880.85,13
1/1/2015 14:00,11.49,12.02,11.45,10.91,12.42,11.73,70.97,141.94,96.88,74.41,149,83.19,616.39,14
1/1/2015 15:00,11.34,12.08,11.4,11.03,12.48,11.59,14.76,52.58,31.53,12.62,46.34,20.07,177.9,15
1/1/2015 16:00,11.17,12.1,11.25,10.89,12.53,11.51,0.1,0.83,0.33,0,0.89,0.36,2.51,16
2/1/2015 8:00,7.01,10.38,7.66,6.14,10.6,7.93,9.87,7.54,7.18,11.22,7.16,7.63,50.6,8
2/1/2015 9:00,6.75,10.3,7.46,5.82,10.56,7.74,95.69,53.89,78.09,97.28,56.44,85.06,466.45,9
2/1/2015 10:00,7.2,10.31,7.73,6.45,10.5,7.96,182,144.81,182.31,178,163.38,192.19,1042.69,10
2/1/2015 11:00,7.86,10.39,8.39,7.41,10.55,8.53,233,246.12,231.38,225.25,256.75,242.75,1435.25,11
2/1/2015 12:00,8.17,10.37,8.79,7.96,10.45,8.75,253.44,263.38,259,243,267.5,260.88,1547.2,12
2/1/2015 13:00,8.05,10.24,8.78,7.94,10.3,8.62,218.19,233.12,225.44,209.44,239.12,230.06,1355.37,13
2/1/2015 14:00,7.69,10.11,8.5,7.5,10.18,8.34,147.25,161.94,155,131.75,165.62,158.81,920.37,14
2/1/2015 15:00,6.9,9.92,7.83,6.52,9.96,7.72,52.78,57.38,56.56,36.19,57.69,60.78,321.38,15
2/1/2015 16:00,4.73,9.5,5.98,3.94,9.57,5.99,0.49,1.31,0.87,0.02,1.9,1.33,5.92,16
3/1/2015 8:00,10.11,12.47,11.55,4.52,12.47,11.51,2.69,2.37,3.35,1.41,2.39,3.29,15.5,8
3/1/2015 9:00,10.97,12.54,11.65,5.42,12.5,11.58,26.84,23.47,41.39,25.22,21.12,31.28,169.32,9
3/1/2015 10:00,11.26,12.51,11.79,7.38,12.51,11.79,42.44,44.16,64.78,24.15,51.56,53.5,280.59,10
3/1/2015 11:00,11.54,12.56,12.07,9.58,12.62,11.97,136.12,118.62,193.75,34.91,136.62,169.12,789.14,11
3/1/2015 12:00,11.77,12.74,12.45,10.38,12.77,12.17,144.62,199.88,186.06,81.41,189.81,137.38,939.16,12
3/1/2015 13:00,11.71,12.72,12.38,10.74,12.7,11.92,92.56,168.44,131.94,63.64,170.69,104.31,731.58,13
3/1/2015 14:00,11.42,12.54,12.13,10.32,12.54,11.73,22.98,116.66,67.91,8.96,96.38,54.25,367.14,14
3/1/2015 15:00,10.93,12.42,11.8,8.27,12.44,11.49,6.4,34.58,14.52,6.43,31.56,13.04,106.53,15
3/1/2015 16:00,9.83,12.3,11.43,4.77,12.28,11.16,0.1,0.59,0.12,0.02,0.8,0.12,1.75,16
4/1/2015 8:00,1.92,9.07,5.85,0.22,9.69,6.19,6.34,6.28,4.82,9.67,4.89,3.84,35.84,8
4/1/2015 9:00,2.17,9.25,6.36,0.35,9.91,6.71,38.8,36.69,28.11,56.83,28.98,26.69,216.1,9
4/1/2015 10:00,2.76,9.5,7.07,0.6,10.16,7.41,72.91,70.06,58.02,111.41,75.72,54.88,443,10
4/1/2015 11:00,3.7,9.7,7.61,1.33,10.42,8.02,78.28,90.84,80.06,159.31,98,75.16,581.65,11
4/1/2015 12:00,4.8,9.79,7.9,2.18,10.59,8.43,87.84,83.88,79.72,162.81,94.94,93,602.19,12
4/1/2015 13:00,5.78,9.92,8.14,2.83,10.78,8.78,76.44,79.16,77.06,124.34,85.72,84.06,526.78,13
4/1/2015 14:00,6.45,10,8.28,3.2,10.95,8.98,56.83,62.12,54.56,64.91,55.16,60.03,353.61,14
4/1/2015 15:00,6.68,10.12,8.23,3.39,11.15,9.09,21.26,22.07,20.02,13.61,19.57,21.19,117.72,15
4/1/2015 16:00,6.55,10.26,7.95,3.09,11.23,8.91,0.2,0.57,0.36,0.01,0.52,0.39,2.05,16
5/1/2015 8:00,7.42,10.63,8.37,6.33,10.86,8.77,5.36,6.54,6.5,5.58,5.58,4.51,34.07,8
5/1/2015 9:00,7.63,10.63,8.66,6.84,10.91,8.96,37.56,39.77,43.33,30.38,30.34,31.38,212.76,9
5/1/2015 10:00,8.14,10.68,9.2,7.47,10.93,9.25,74.78,79.53,80.38,56.45,57.14,60.05,408.33,10
5/1/2015 11:00,8.63,10.71,9.49,8.01,10.88,9.46,99.16,94.44,104,72.38,75.91,76.97,522.86,11
5/1/2015 12:00,9,10.72,9.6,8.46,10.8,9.56,105.41,74.97,100.34,70.75,72.19,70.88,494.54,12
5/1/2015 13:00,9.07,10.73,9.57,8.61,10.7,9.5,108.56,57.91,93.91,75.06,58.45,61.06,454.95,13
5/1/2015 14:00,8.99,10.78,9.49,8.57,10.63,9.38,63.27,30.98,41.22,52.09,34.86,47,269.42,14
5/1/2015 15:00,8.62,10.85,9.3,8.21,10.62,9.18,20.02,9.74,14.98,15.32,11.31,15.91,87.28,15
5/1/2015 16:00,8.14,10.94,9.08,7.65,10.75,8.91,0.26,0.36,0.36,0.03,0.43,0.43,1.87,16
6/1/2015 8:00,8.34,11.38,9.35,8.14,10.74,8.76,3.16,5.24,4.51,10.95,1.68,3.64,29.18,8
6/1/2015 9:00,7.69,10.74,8.74,8.4,9.55,7.72,47.94,21.64,40.64,36.23,53.02,72.53,272,9
6/1/2015 10:00,6.85,9.67,7.77,8.18,9.64,7.55,164.56,127.72,163.69,100.41,185.81,194.06,936.25,10
6/1/2015 11:00,6.9,9.67,7.85,7.4,9.8,7.89,244.12,249.81,253.38,184.25,262.25,252.62,1446.43,11
6/1/2015 12:00,7.21,9.74,8.07,7.08,9.87,8.16,255,277.88,267.75,233.69,276.12,264.25,1574.69,12
6/1/2015 13:00,7.41,9.76,8.18,7.16,9.92,8.28,219.94,244.62,229.94,214.19,244.75,221.5,1374.94,13
6/1/2015 14:00,7.45,9.74,8.15,7.1,9.89,8.18,148.44,168.81,156.06,139.06,169.31,151,932.68,14
6/1/2015 15:00,7.04,9.66,7.8,6.48,9.77,7.82,51.02,66.56,55.7,43.78,69.75,56.8,343.61,15
6/1/2015 16:00,5.44,9.38,6.58,4.15,9.52,6.78,0.82,1.92,1.26,0.1,2.58,1.71,8.39,16
7/1/2015 8:00,6.43,10.64,7.92,4.09,10.83,8.19,5.86,9.29,6.71,9.76,7.47,4.57,43.66,8
7/1/2015 9:00,6.62,10.85,8.22,4.72,10.95,8.3,22.5,40.83,30.69,36.47,29.83,21.58,181.9,9
7/1/2015 10:00,6.86,10.96,8.43,5.76,10.96,8.42,35.81,56.31,47.02,47.25,46.5,34.42,267.31,10
7/1/2015 11:00,7.31,11.05,8.68,6.56,10.95,8.49,43.25,68.09,62.08,54.86,56.22,40.36,324.86,11
7/1/2015 12:00,7.77,11.06,8.94,7.35,10.86,8.58,38.98,64.16,55.81,48.7,51.75,37.05,296.45,12
7/1/2015 13:00,7.87,11.02,8.92,7.58,10.93,8.69,35.89,50.95,43.59,37.12,53.02,39.81,260.38,13
7/1/2015 14:00,8.02,11.14,8.99,7.75,11.19,8.98,40.33,49.86,44.78,30.95,64.94,47.97,278.83,14
7/1/2015 15:00,8.31,11.35,9.23,7.9,11.41,9.32,15.7,31.61,23.22,12.54,29.23,16.39,128.69,15
7/1/2015 16:00,8.47,11.46,9.32,7.99,11.49,9.44,0.14,0.77,0.34,0.02,0.63,0.26,2.16,16
8/1/2015 8:00,8.47,11.82,9.71,7.76,11.25,9.28,4.82,9.79,8.02,5.31,7.22,5.88,41.04,8
8/1/2015 9:00,8.03,10.91,9.1,7.7,10.86,8.96,28.74,45.97,43.22,34.34,46.56,43.11,241.94,9
8/1/2015 10:00,7.93,10.93,9.09,7.4,10.95,8.98,111.47,156.69,152.62,57.7,122.09,142.06,742.63,10
8/1/2015 11:00,8.18,10.95,9.23,7.47,10.9,9.08,186.88,194,224.44,145.56,188.19,201.69,1140.76,11
8/1/2015 12:00,8.45,10.93,9.36,8.09,10.98,9.2,235.06,263.25,245.62,189.31,266.88,235.19,1435.31,12
8/1/2015 13:00,8.58,10.99,9.46,8.51,10.99,9.24,221.25,237.94,229.81,198.56,240.94,231,1359.5,13
8/1/2015 14:00,8.43,10.98,9.34,8.49,10.95,9.12,151.81,165.88,159.12,137.06,170.56,162.62,947.05,14
8/1/2015 15:00,7.99,10.85,8.92,7.82,10.83,8.76,55.5,67.34,62.56,45.83,72.47,62.94,366.64,15
8/1/2015 16:00,7.03,10.61,8.01,6.19,10.59,7.97,0.41,1.71,0.85,0.18,1.51,0.89,5.55,16
9/1/2015 8:00,9.97,12.2,10.69,10.21,12.28,10.6,12.53,15.23,17.59,6.45,12.48,13.61,77.89,8
9/1/2015 9:00,9.93,12.14,10.52,9.95,12.23,10.54,77.28,81.59,101.66,34.61,82.06,95.97,473.17,9
9/1/2015 10:00,10.16,12.1,10.77,9.85,12.12,10.71,182.25,159,189.31,59.69,175,174.88,940.13,10
9/1/2015 11:00,10.55,12.17,11.22,10.08,12.15,11.09,222.94,221.69,231.69,103.34,258.62,217.62,1255.9,11
9/1/2015 12:00,10.91,12.22,11.55,10.46,12.08,11.34,177.5,256.12,214.19,227.56,179.88,128.19,1183.44,12
9/1/2015 13:00,11.14,12.21,11.72,11.08,12.25,11.44,81.91,84.25,85,143.38,85.25,69.28,549.07,13
9/1/2015 14:00,11.5,12.25,11.98,11.17,12.36,11.71,74.38,99.53,89.47,52.14,139.19,99.62,554.33,14
9/1/2015 15:00,11.78,12.46,12.18,11.67,12.28,11.87,34.23,57.17,45.52,24.76,60.44,39.67,261.79,15
9/1/2015 16:00,11.86,12.48,12.17,12.05,12.37,11.92,0.52,1.76,1.19,0.06,2.64,1.76,7.93,16
10/1/2015 8:00,11.32,12.57,12.03,12.01,12.7,11.72,6.3,2.42,5.98,7.71,3.25,4.24,29.9,8
10/1/2015 9:00,8.06,12.43,9.94,9.54,11.56,8.61,62.8,40.03,62.56,66.94,39.97,55.81,328.11,9
10/1/2015 10:00,7.73,10.44,8.58,8.02,10.28,8.35,103.88,111.03,128.81,135.56,114.56,98.19,692.03,10
10/1/2015 11:00,7.2,10.46,8.54,7.81,10.39,7.95,178.44,189.69,158.06,184.56,161.25,145.25,1017.25,11
10/1/2015 12:00,6.67,10.19,7.92,6.87,10.04,7.49,230.06,192.81,196.19,237.56,179.94,207.44,1244,12
10/1/2015 13:00,6.43,9.75,7.59,6.41,9.65,7.3,218.12,181.88,206.88,216.75,188.5,217.62,1229.75,13
10/1/2015 14:00,6.2,9.48,7.33,6.19,9.44,7.05,146.88,138.12,147.75,137.56,147.38,154.31,872,14
10/1/2015 15:00,5.89,9.34,6.92,5.74,9.34,6.73,50.72,56.36,54.67,41.64,61.55,58.34,323.28,15
10/1/2015 16:00,5.11,9.02,6.11,4.6,9.05,6.03,1.38,2.7,1.99,0.34,3.52,2.61,12.54,16
11/1/2015 8:00,4.65,8.53,4.83,3.49,8.86,5.39,16.09,25.4,22.16,20.59,22.24,19.08,125.56,8
11/1/2015 9:00,5.19,8.83,5.28,4.09,9.15,5.89,48.38,109.25,74.31,84.34,105.09,76.03,497.4,9
11/1/2015 10:00,5.94,9.21,6.18,5.3,9.5,6.87,86.94,134.38,100.59,75.53,164.81,121.19,683.44,10
11/1/2015 11:00,6.61,9.55,7,5.93,9.74,7.6,173.44,234.81,212.19,88.53,261.5,228,1198.47,11
11/1/2015 12:00,7.47,9.79,7.98,6.42,9.9,8.24,150.75,276.75,241.81,113.69,280.5,207.12,1270.62,12
11/1/2015 13:00,7.69,9.93,8.46,6.99,9.97,8.29,108.34,201.38,157.75,89.16,200.75,126.41,883.79,13
11/1/2015 14:00,7.57,9.97,8.29,7.2,10.04,8.04,73.5,108.16,103.16,81.97,112.25,81.91,560.95,14
11/1/2015 15:00,7.33,10.02,8.01,7.18,10.1,7.9,27.83,44.27,36.84,32.25,37.73,26.75,205.67,15
11/1/2015 16:00,6.97,10.1,7.67,6.6,10.12,7.7,0.5,1.39,0.94,0.33,1.35,0.78,5.29,16
12/1/2015 8:00,9.63,11.57,10.23,9.05,11.62,10.29,2.49,3.42,3.16,3.17,1.96,1.65,15.85,8
12/1/2015 9:00,9.86,11.72,10.5,9.58,11.73,10.4,16.6,14.16,15.76,20.95,11.39,9.96,88.82,9
12/1/2015 10:00,9.97,11.85,10.64,9.89,11.8,10.46,41.05,35.08,37.5,56.7,31.91,23.2,225.44,10
12/1/2015 11:00,10.08,11.94,10.75,10.19,11.86,10.51,51.31,63.78,48.08,83.97,46.2,33.7,327.04,11
12/1/2015 12:00,10.2,12.02,10.84,10.38,11.93,10.6,38.22,55.03,40.08,66.41,48.81,27.99,276.54,12
12/1/2015 13:00,10.21,12.1,10.92,10.37,11.97,10.65,28.88,63.17,27.1,40.56,44.98,23.79,228.48,13
12/1/2015 14:00,10.05,12.08,10.93,10.09,11.9,10.64,18.98,23.94,16.09,21.38,15.3,16.89,112.58,14
12/1/2015 15:00,9.82,12.03,10.88,9.58,11.87,10.63,6.31,6.24,5.29,7.32,4.15,7.08,36.39,15
12/1/2015 16:00,9.71,12.02,10.95,9.1,11.91,10.71,0.16,0.09,0.18,0.06,0.18,0.32,0.99,16
13/01/2015 08:00:00,4.85,8.79,6.02,4.53,8.44,5.63,9.93,9,11.96,13.12,5.34,9.13,58.48,8
13/01/2015 09:00:00,5.09,8.41,5.87,4.82,8.16,5.53,48.97,38.19,53.62,60.12,33.06,50.45,284.41,9
13/01/2015 10:00:00,5.31,8.19,5.89,5.54,8.42,5.76,87.88,107.84,118.09,100.53,125.12,122.31,661.77,10
13/01/2015 11:00:00,5.36,8.52,6.17,5.83,8.91,6.28,120.44,166.31,163.94,132.12,175.69,134.88,893.38,11
13/01/2015 12:00:00,5.47,8.85,6.65,5.99,9.27,6.83,127.34,163,169.62,126.69,153.25,137.88,877.78,12
13/01/2015 13:00:00,5.87,9.37,7.24,5.74,9.55,7.23,104.62,165.38,128.5,103.81,161.38,96.84,760.53,13
13/01/2015 14:00:00,5.86,9.51,7.42,5.53,9.2,6.91,37.58,108.81,87.97,79.16,112.25,74.16,499.93,14
13/01/2015 15:00:00,5.39,8.95,6.82,5.24,8.45,6.07,27.41,46.36,42.09,11.15,43.33,40.59,210.93,15
13/01/2015 16:00:00,4.65,8.14,5.63,4.77,7.79,5.08,1.08,1.91,1.41,0.32,2.1,1.51,8.33,16
14/01/2015 08:00:00,3.39,7.78,4.28,2.08,7.98,4.86,13.14,18.91,16.4,13.2,17.2,15.18,94.03,8
14/01/2015 09:00:00,3.84,7.96,4.57,2.36,8.22,4.95,83.28,99.97,94.03,77.28,107.97,100.72,563.25,9
14/01/2015 10:00:00,4.65,8.27,5.29,3.04,8.49,5.6,186.19,196.81,197.25,183.31,198.88,184.88,1147.32,10
14/01/2015 11:00:00,5.56,8.65,6.18,4.14,8.82,6.28,220.56,237.88,233.19,255.38,181.62,168.5,1297.13,11
14/01/2015 12:00:00,5.97,9.03,6.74,5.21,9.16,6.57,157.25,181.19,184.19,264.62,129,127.31,1043.56,12
14/01/2015 13:00:00,5.94,9.44,7,5.88,9.49,6.77,88.59,101.06,105.09,139.56,78.75,72.91,585.96,13
14/01/2015 14:00:00,5.7,9.76,7.2,5.65,9.8,6.92,40.59,43.38,46.92,61.59,38.31,40.53,271.32,14
14/01/2015 15:00:00,5.69,10.07,7.52,5.16,10.37,7.36,17.05,15.43,15.9,14.65,16.56,15.48,95.07,15
14/01/2015 16:00:00,6.32,10.46,8.11,5.03,10.7,8,0.98,1.26,1.14,0.26,1.67,1.31,6.62,16
15/01/2015 08:00:00,5.63,9.75,6.57,5.3,9.61,6.62,14.06,21.24,17.75,16.45,19.14,13.9,102.54,8
15/01/2015 09:00:00,5.81,9.76,6.83,5.52,9.52,6.62,64.97,93.84,73.56,68.88,76.88,49.05,427.18,9
15/01/2015 10:00:00,5.92,9.64,6.99,5.99,9.06,6.3,83.22,131.69,86.94,119.34,124.97,71.28,617.44,10
15/01/2015 11:00:00,5.55,9.23,6.6,6.34,8.63,6.15,82.28,154.88,105.53,133.88,148.12,87.66,712.35,11
15/01/2015 12:00:00,5.35,8.71,6.38,6.22,8.58,6.2,114,202.5,140.81,94.03,228.25,165.31,944.9,12
15/01/2015 13:00:00,5.45,8.67,6.35,5.71,8.78,6.35,149.06,223.38,194.25,98.56,206.06,191.94,1063.25,13
15/01/2015 14:00:00,5.55,8.78,6.52,5.34,8.63,6.17,129.25,135.88,133.06,92.19,120.16,116.69,727.23,14
15/01/2015 15:00:00,5.14,8.53,6.05,5.21,8.41,5.7,45.16,50.78,45.88,44.03,49.3,42.98,278.13,15
15/01/2015 16:00:00,4.48,8.36,5.47,4.63,8.3,5.27,1.65,2.62,1.9,0.76,3.04,2.26,12.23,16
16/01/2015 08:00:00,3.05,7.83,4.3,1.84,8.07,4.85,21.55,15.13,18.6,20.76,18.14,20.6,114.78,8
16/01/2015 09:00:00,3.34,7.84,4.52,2.38,8.26,4.76,109.19,59.78,93.19,93.81,78.66,106.69,541.32,9
16/01/2015 10:00:00,4.83,8.07,5.47,4.04,8.56,5.75,201.62,111.53,175.12,184.31,151.19,198.75,1022.52,10
16/01/2015 11:00:00,5.73,8.28,6.25,4.98,8.73,6.51,246.56,162.12,239.25,249.12,213.25,238.25,1348.55,11
16/01/2015 12:00:00,5.99,8.44,6.76,5.75,8.69,6.67,198.94,209.88,242.31,262.88,219.31,182.25,1315.57,12
16/01/2015 13:00:00,5.55,8.45,6.71,6.04,8.35,6.06,122.88,189.5,168.31,198,157.94,120.81,957.44,13
16/01/2015 14:00:00,4.74,8.09,6.08,5.69,7.76,5.39,67.28,108.84,86.28,97.81,86.84,78.38,525.43,14
16/01/2015 15:00:00,4.08,7.44,5.26,4.72,7.42,4.99,38.44,32.64,37.61,33.42,46.48,54.5,243.09,15
16/01/2015 16:00:00,3.52,7.11,4.67,3.45,7.36,4.55,2.76,3.03,3.17,0.88,5.82,4.88,20.54,16
17/01/2015 08:00:00,3.47,7.61,4.07,2.28,7.64,4.43,8.68,14.59,12.56,10.67,9.79,9.78,66.07,8
17/01/2015 09:00:00,3.82,7.65,4.36,2.76,7.76,4.65,47.47,44.83,55.81,49.12,47.86,51.7,296.79,9
17/01/2015 10:00:00,4.44,7.84,4.93,3.44,7.94,5.09,133.81,93.84,106,122.06,121.16,113.84,690.71,10
17/01/2015 11:00:00,5.1,8.01,5.47,4.26,8.08,5.68,179.19,125.16,164.25,178.75,158.44,135.25,941.04,11
17/01/2015 12:00:00,5.37,8.07,5.85,4.9,8.15,6.02,157.56,135.06,151,199.44,131.44,124.12,898.62,12
17/01/2015 13:00:00,5.4,8.07,6.02,5.33,8.24,6.19,114.12,95.16,110.25,165.12,97.53,93.59,675.77,13
17/01/2015 14:00:00,5.28,8.13,6.05,5.36,8.25,6.16,67.28,67.31,70.69,88.47,64.41,63.45,421.61,14
17/01/2015 15:00:00,4.91,8.15,5.81,4.7,8.18,5.81,22.99,25.08,26.42,26.47,27.38,24.42,152.76,15
17/01/2015 16:00:00,4.21,8.09,5.22,3.56,8.11,5.25,1.17,1.98,1.65,0.6,2.39,1.67,9.46,16
18/01/2015 08:00:00,1.35,6.34,2.61,-0.33,6.52,2.73,24.21,25.04,26.4,24.28,24.22,18.82,142.97,8
18/01/2015 09:00:00,1.99,6.28,3.21,0.22,6.43,3.13,114.53,105.84,110,99.19,87.09,89.34,605.99,9
18/01/2015 10:00:00,3.35,6.26,3.94,1.2,6.43,3.74,190.44,181.5,202.94,209.25,159.81,173.75,1117.69,10
18/01/2015 11:00:00,3.92,6.4,4.51,2.4,6.54,4.38,259,241.88,254,269.12,246.5,217.12,1487.62,11
18/01/2015 12:00:00,4.35,6.59,4.94,3.43,6.66,4.8,262.75,277,266.62,280.38,280.88,228.75,1596.38,12
18/01/2015 13:00:00,4.62,6.73,5.17,4.05,6.76,4.97,241.62,254.38,242.81,246.69,260,215.31,1460.81,13
18/01/2015 14:00:00,4.69,6.81,5.25,4.32,6.92,5.08,173,187.31,181.38,169.31,197.06,167.62,1075.68,14
18/01/2015 15:00:00,4.36,6.88,5.09,4.01,7.08,4.97,69.16,89.31,84.16,61.73,96.97,76.78,478.11,15
18/01/2015 16:00:00,3.17,6.85,4.29,1.98,7.08,4.39,3.58,7.5,5.67,1.65,9.17,5.77,33.34,16
19/01/2015 08:00:00,-0.5,4.86,0.28,-1.84,5.14,0.35,34.12,34.97,32.69,31.88,42.5,37.22,213.38,8
19/01/2015 09:00:00,0.84,4.99,1.59,-0.61,5.31,1.38,133.81,132.31,123.78,115.03,158.06,144.75,807.74,9
19/01/2015 10:00:00,2.53,5.21,2.99,1.14,5.44,2.66,229.12,200.81,227.06,212.5,257,233.69,1360.18,10
19/01/2015 11:00:00,3.12,5.14,3.57,2.39,5.48,3.46,275.88,240.38,275.88,255.31,315.12,284.38,1646.95,11
19/01/2015 12:00:00,3.33,4.86,3.69,3.03,5.44,3.69,276.62,248.25,284.62,267.62,322.62,278.62,1678.35,12
19/01/2015 13:00:00,3.33,4.84,3.79,3.36,5.49,3.68,196.25,214.06,205.56,237.38,217.75,175.69,1246.69,13
19/01/2015 14:00:00,2.96,4.87,3.55,3.35,5.57,3.24,111.28,136.75,123.41,164.56,100.03,86.84,722.87,14
19/01/2015 15:00:00,2.39,4.91,3.03,2.7,5.65,2.76,43.45,53.3,48.59,63.33,37.33,33.75,279.75,15
19/01/2015 16:00:00,1.22,5.04,2.29,0.56,5.81,2.05,2.99,4.33,3.8,2.19,3.83,3.09,20.23,16
20/01/2015 08:00:00,2.05,7.01,3.76,-0.93,7.53,4.19,20.95,22.27,21.16,15.78,11.95,15.59,107.7,8
20/01/2015 09:00:00,2.64,7.21,4.25,-0.28,7.61,4.48,80.56,75.16,80.94,64.97,48.58,62.03,412.24,9
20/01/2015 10:00:00,3.6,7.37,5.12,0.55,7.68,4.9,124,106.19,121.38,160.25,71.94,91.69,675.45,10
20/01/2015 11:00:00,4.23,7.34,5.5,1.84,7.76,5.16,151.31,111.97,136.5,209.31,99.16,117.56,825.81,11
20/01/2015 12:00:00,4.57,7.3,5.55,2.92,8,5.43,144.88,106.22,132.44,202.12,63.2,97.56,746.42,12
20/01/2015 13:00:00,4.62,7.4,5.57,3.37,8.46,5.8,114.66,83.34,102.47,159.25,41.48,60.98,562.18,13
20/01/2015 14:00:00,4.51,7.75,5.59,3.36,8.77,6.14,60.7,45.95,53.16,100.94,75.62,45.67,382.04,14
20/01/2015 15:00:00,4.43,8.39,5.87,2.95,8.88,6.2,18.17,21.2,20.23,39.47,48.11,27.26,174.44,15
20/01/2015 16:00:00,4.53,8.71,6.18,2.12,8.67,6.1,0.72,3.56,1.77,1.41,4.69,2.82,14.97,16
21/01/2015 08:00:00,3.2,6.76,4.03,2.1,7.24,4.89,11.88,13.2,14.73,15.5,13.29,11.53,80.13,8
21/01/2015 09:00:00,3.58,6.96,4.47,3.03,7.5,5.13,48.3,51,57.52,52.53,59.23,51.67,320.25,9
21/01/2015 10:00:00,4.11,7.08,4.85,3.5,7.66,5.43,91.47,95.06,109.16,78.56,108.34,99.03,581.62,10
21/01/2015 11:00:00,4.46,7.09,5.2,3.84,7.73,5.72,123.19,116.75,146.44,82.94,171.69,154.88,795.89,11
21/01/2015 12:00:00,4.85,7.09,5.6,4.28,7.79,5.96,157.5,121.09,188.44,88.62,167.94,165.88,889.47,12
21/01/2015 13:00:00,5.31,7.14,5.94,4.67,7.81,6.02,132.75,117.97,172.69,88.5,193.44,160.56,865.91,13
21/01/2015 14:00:00,5.41,7.2,6.02,4.88,7.77,6.01,83.78,85.5,109.75,67.09,157.06,120.22,623.4,14
21/01/2015 15:00:00,5.26,7.21,5.86,4.69,7.73,5.93,35.55,38.55,42.59,29.34,82.72,61.64,290.39,15
21/01/2015 16:00:00,4.58,7.1,5.35,3.57,7.57,5.46,2.73,4.26,3.63,1.33,8.46,5.25,25.66,16
22/01/2015 07:00:00,1.46,6.71,3.49,-1.79,6.86,2.93,0,0.02,0.01,0.02,0,0,0.05,7
22/01/2015 08:00:00,1.2,6.78,3.43,-1.87,6.9,2.88,21.82,26.14,25.3,29.91,36.39,30.16,169.72,8
22/01/2015 09:00:00,1.42,6.95,3.88,-0.93,7.07,3.5,89.47,83.31,105.03,104.59,119.88,114.62,616.9,9
22/01/2015 10:00:00,2.25,7.22,4.62,0,7.24,4.58,161.88,163.88,213,170.56,190.75,196.25,1096.32,10
22/01/2015 11:00:00,2.93,7.35,5.14,1.66,7.15,5.05,197.44,196.62,261,224.94,227.75,235.44,1343.19,11
22/01/2015 12:00:00,3.89,7.23,5.42,2.78,7.01,5.27,256.88,177.44,253.44,237.31,212.56,225.31,1362.94,12
22/01/2015 13:00:00,4.51,7.13,5.58,3.3,6.95,5.39,227.31,161.19,220.69,187.25,195.38,250.06,1241.88,13
22/01/2015 14:00:00,4.63,7.08,5.58,3.34,6.93,5.54,166,120.09,180.25,132.19,146.69,188.25,933.47,14
22/01/2015 15:00:00,4.41,6.9,5.36,3.16,6.86,5.42,74.31,62.06,78.34,52.73,74.66,88.97,431.07,15
22/01/2015 16:00:00,3.29,6.69,4.42,2.03,6.68,4.57,6.26,6.81,7.31,2.92,8.95,9.11,41.36,16
